FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,GENERO,ESTADO CIVIL,PAIS NACIMIENTO,CLASE EMPLEADO,ESCOLARIDAD,CODIGO DANE
11/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),DOMINGO,12:10:00,CHIQUINQUIRA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8001000.0
11/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),DOMINGO,1:05:00,CARRIZAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8001000.0
11/02/2018 12:00:00 AM,ATLÁNTICO,SABANAGRANDE,DOMINGO,3:20:00,VILLA CELINA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8634000.0
11/02/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,DOMINGO,17:20:00,DON BOSCO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,27.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA,8758000.0
11/02/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,DOMINGO,23:35:00,LAS COLONIAS,URBANA,ESTADERO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8758000.0
11/02/2018 12:00:00 AM,BOYACÁ,PUERTO BOYACÁ,DOMINGO,23:40:00,ASOFAMILIAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,15572000.0
11/02/2018 12:00:00 AM,CALDAS,MARULANDA,DOMINGO,16:30:00,VDA EL DESQUITE,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA,17446000.0
11/02/2018 12:00:00 AM,CAQUETÁ,EL PAUJIL,DOMINGO,17:30:00,VDA.  LA GRANADA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA,18256000.0
11/02/2018 12:00:00 AM,CAQUETÁ,EL PAUJIL,DOMINGO,17:30:00,VDA.  LA GRANADA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27.0,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,PRIMARIA,18256000.0
11/02/2018 12:00:00 AM,CASANARE,AGUAZUL,DOMINGO,20:30:00,INSP. BELLAVISTA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,53.0,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,NO REPORTADO,85010000.0
11/02/2018 12:00:00 AM,CASANARE,VILLANUEVA,DOMINGO,2:00:00,LA COLMENA,RURAL,BILLARES,ARMA DE FUEGO,A PIE,A PIE,13.0,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,85440000.0
11/02/2018 12:00:00 AM,CASANARE,VILLANUEVA,DOMINGO,2:00:00,LA COLMENA,RURAL,BILLARES,ARMA DE FUEGO,A PIE,A PIE,43.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,85440000.0
11/02/2018 12:00:00 AM,CASANARE,YOPAL (CT),DOMINGO,1:30:00,EL TRIUNFO,URBANA,CAÑOS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,85001000.0
11/02/2018 12:00:00 AM,CAUCA,PATÍA,DOMINGO,21:00:00,VDA SANTA CRUZ,RURAL,ESTADERO,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,ANALFABETA,19532000.0
11/02/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,DOMINGO,16:00:00,Sector Playas de Mondomo,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,60.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,ANALFABETA,19698000.0
11/02/2018 12:00:00 AM,CAUCA,VILLA RICA,DOMINGO,22:20:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA,19845000.0
11/02/2018 12:00:00 AM,CESAR,BECERRIL,DOMINGO,3:00:00,11 DE ABRIL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30.0,FEMENINO,SOLTERO,VENEZUELA,INDEPENDIENTE,SECUNDARIA,20045000.0
11/02/2018 12:00:00 AM,CESAR,BOSCONIA,DOMINGO,8:30:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,61.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,20060000.0
11/02/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),DOMINGO,20:20:00,URB.POPULANDIA,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,20001000.0
11/02/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),DOMINGO,23:00:00,VEREDA PUEBLO SECO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,33.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,23001000.0
11/02/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),DOMINGO,22:30:00,LA GRANJA,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,23001000.0
11/02/2018 12:00:00 AM,CÓRDOBA,SAN CARLOS,DOMINGO,23:00:00,VEREDA ARROYO NEGRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,48.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,23678000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,ANAPOIMA,DOMINGO,20:15:00,VER.CALICHANA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,25035000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),DOMINGO,19:15:00,LA PRIMAVERA E-19,URBANA,PANADERIAS,ARMA DE FUEGO,A PIE,A PIE,38.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,11001000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),DOMINGO,3:40:00,PRIMAVERA NORTE E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,11001000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),DOMINGO,3:20:00,CARACOLI E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,11001000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),DOMINGO,16:25:00,LA ESTANZUELA E-14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA,11001000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),DOMINGO,3:33:00,POTOSI E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,11001000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,CHÍA,DOMINGO,4:25:00,SANTA LUCIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,25175000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,EL ROSAL,DOMINGO,9:00:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,25260000.0
11/02/2018 12:00:00 AM,CUNDINAMARCA,SAN FRANCISCO,DOMINGO,9:00:00,VER. TORIBA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,72.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,25658000.0
11/02/2018 12:00:00 AM,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),DOMINGO,23:00:00,VEREDA CARACOL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,95001000.0
11/02/2018 12:00:00 AM,HUILA,ACEVEDO,DOMINGO,7:35:00,VEREDA SAN MARCOS,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,55.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA,41006000.0
11/02/2018 12:00:00 AM,HUILA,NEIVA (CT),DOMINGO,14:30:00,LA TRINIDAD,URBANA,VIAS PUBLICAS,CINTAS/CINTURON,A PIE,A PIE,18.0,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA,41001000.0
11/02/2018 12:00:00 AM,HUILA,YAGUARÁ,DOMINGO,4:30:00,VEREDA FLANDES,RURAL,FRENTE A DISCOTECAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,41885000.0
11/02/2018 12:00:00 AM,MAGDALENA,GUAMAL,DOMINGO,14:00:00,CORREGIMIENTO DE URQUIJO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,47318000.0
11/02/2018 12:00:00 AM,META,LA MACARENA,DOMINGO,9:00:00,VEREDA LAS DELICIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,50350000.0
11/02/2018 12:00:00 AM,META,LA MACARENA,DOMINGO,9:00:00,VEREDA LAS DELICIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,50350000.0
11/02/2018 12:00:00 AM,META,LA MACARENA,DOMINGO,9:00:00,VEREDA LAS DELICIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51.0,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,50350000.0
11/02/2018 12:00:00 AM,META,VILLAVICENCIO (CT),DOMINGO,20:21:00,BRISAS DEL GUATIQUIA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,50001000.0
11/02/2018 12:00:00 AM,NARIÑO,EL CHARCO,DOMINGO,1:00:00,BARRIO NUEVO BUSTAMANTE,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,52250000.0
11/02/2018 12:00:00 AM,NARIÑO,EL CHARCO,DOMINGO,1:10:00,BARRIO COREA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA,52250000.0
11/02/2018 12:00:00 AM,NARIÑO,PASTO (CT),DOMINGO,1:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,52001000.0
11/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,DOMINGO,21:30:00,EL MORRITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,52835000.0
11/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,DOMINGO,20:55:00,CORREGIMIENTO LLORENTE,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO VEHICULO,PASAJERO VEHICULO,43.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA,52835000.0
11/02/2018 12:00:00 AM,NARIÑO,YACUANQUER,DOMINGO,18:15:00,VDA LA GUACA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,58.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,52885000.0
11/02/2018 12:00:00 AM,NORTE DE SANTANDER,EL TARRA,DOMINGO,17:20:00,VEREDA TARRA SUR,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,54250000.0
11/02/2018 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),DOMINGO,0:30:00,VDA. VIJAGUAL,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,68001000.0
11/02/2018 12:00:00 AM,VALLE,ANDALUCÍA,DOMINGO,20:26:00,FLORESTA UNO,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA,76036000.0
11/02/2018 12:00:00 AM,VALLE,CALI (CT),DOMINGO,20:30:00,POTRERO GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,18.0,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,76001000.0
11/02/2018 12:00:00 AM,VALLE,CALI (CT),DOMINGO,22:30:00,MOJICA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA,76001000.0
11/02/2018 12:00:00 AM,VALLE,CALI (CT),DOMINGO,22:40:00,PETECUY III E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,19.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,76001000.0
11/02/2018 12:00:00 AM,VALLE,CALI (CT),DOMINGO,20:10:00,MARROQUIN I E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,76001000.0
11/02/2018 12:00:00 AM,VALLE,CANDELARIA,DOMINGO,15:51:00,CGTO EL LAURO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51.0,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,PRIMARIA,76130000.0
11/02/2018 12:00:00 AM,VALLE,RESTREPO,DOMINGO,18:30:00,EL CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,76606000.0
12/02/2018 12:00:00 AM,ANTIOQUIA,ITUANGO,LUNES,13:30:00,BAJO INGLES,RURAL,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,38.0,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA,5361000.0
12/02/2018 12:00:00 AM,ANTIOQUIA,OLAYA,LUNES,19:40:00,LA PLAYA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA,5501000.0
12/02/2018 12:00:00 AM,ANTIOQUIA,TURBO,LUNES,0:05:00,JESUS MORA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,5837000.0
12/02/2018 12:00:00 AM,ANTIOQUIA,VALDIVIA,LUNES,6:00:00,PUERTO RAUDAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA,5854000.0
12/02/2018 12:00:00 AM,ARAUCA,TAME,LUNES,13:00:00,VEREDA COROCITO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,81794000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),LUNES,3:30:00,EL BOSQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8001000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),LUNES,9:40:00,SAN ROQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA,8001000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),LUNES,1:05:00,PUEBLO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8001000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),LUNES,1:05:00,PUEBLO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,8001000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),LUNES,3:50:00,LA SIERRITA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,8001000.0
12/02/2018 12:00:00 AM,ATLÁNTICO,MALAMBO,LUNES,19:10:00,VILLA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,33.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,8433000.0
12/02/2018 12:00:00 AM,CALDAS,VILLAMARÍA,LUNES,21:00:00,VDA LOS CUERVOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21.0,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA,17873000.0
12/02/2018 12:00:00 AM,CAUCA,CAJIBÍO,LUNES,20:00:00,VDA SAN ANTONIO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,30.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,19130000.0
12/02/2018 12:00:00 AM,CESAR,AGUACHICA,LUNES,10:00:00,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA,20011000.0
12/02/2018 12:00:00 AM,CESAR,AGUACHICA,LUNES,10:00:00,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,39.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,20011000.0
12/02/2018 12:00:00 AM,CESAR,AGUSTÍN CODAZZI,LUNES,0:55:00,LA PISTA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,49.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,20013000.0
12/02/2018 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),LUNES,2:28:00,ROMA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,27001000.0
12/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUNES,19:30:00,MODELIA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,11001000.0
12/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUNES,19:51:00,BRASIL II SECTOR II ETAPA E-7,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,20.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,11001000.0
12/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUNES,0:24:00,SAN CARLOS E-6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA,11001000.0
12/02/2018 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),LUNES,2:00:00,VISTA HERMOSA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,52.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA,47001000.0
12/02/2018 12:00:00 AM,META,LA MACARENA,LUNES,16:00:00,VEREDA SAN JUAN DE LOZADA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,50350000.0
12/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,LUNES,9:40:00,FAMILIA EN ACCION,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28.0,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,52835000.0
12/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,LUNES,14:55:00,UNION VICTORIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,52835000.0
12/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,LUNES,14:55:00,UNION VICTORIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,52835000.0
12/02/2018 12:00:00 AM,PUTUMAYO,ORITO,LUNES,12:30:00,VDA. LAS ACASIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,22.0,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,86320000.0
12/02/2018 12:00:00 AM,PUTUMAYO,ORITO,LUNES,12:30:00,VDA. LAS ACASIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,30.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,86320000.0
12/02/2018 12:00:00 AM,TOLIMA,IBAGUÉ (CT),LUNES,13:14:00,SIMON BOLIVAR,RURAL,LAGUNAS,CONTUNDENTES,A PIE,A PIE,22.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA,73001000.0
12/02/2018 12:00:00 AM,VALLE,BUENAVENTURA,LUNES,12:00:00,VEREDA SAN ISIDRO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,76109000.0
12/02/2018 12:00:00 AM,VALLE,CALI (CT),LUNES,11:30:00,SAN JUAN BOSCO E3,URBANA,BILLARES,CONTUNDENTES,A PIE,A PIE,37.0,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA,76001000.0
12/02/2018 12:00:00 AM,VALLE,CALI (CT),LUNES,18:56:00,JORGE ISAACS E4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,34.0,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA,76001000.0
12/02/2018 12:00:00 AM,VALLE,CALI (CT),LUNES,20:03:00,SECTOR ALTO LOS CHORROS E18,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,59.0,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA,76001000.0
12/02/2018 12:00:00 AM,VALLE,PALMIRA,LUNES,21:10:00,SAN PEDRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29.0,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA,76520000.0
12/02/2018 12:00:00 AM,VALLE,PRADERA,LUNES,23:28:00,LAS PALMAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21.0,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA,76563000.0
01/03/2018 12:00:00 AM,ANTIOQUIA,ANDES,JUEVES,6:50:00,ALTO EL RAYO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,29.0,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA,5034000.0
